Doc_ID,Title,FinBERT_Label,Source
3359,moil in a declining trend: ashwani gujral,negative,SEntFiN
3360,miners tumble as citigroup sees bigger commodity losses,negative,SEntFiN
3361,"midcaps overvalued, vulnerable to further correction: neeraj dewan",negative,SEntFiN
3362,underweight on metals and mining sector: bp singh,negative,SEntFiN
3363,metals will continue to remain weak: sandip sabharwal,negative,SEntFiN
3364,cautious on metal stocks: iv subramaniam,negative,SEntFiN
3365,metal stocks are looking weak: ashwani gujral,negative,SEntFiN
3366,mentha oil falls 0.35 per cent on profit-booking,negative,SEntFiN
3367,pwc report reveals mcx staffs questionable endorsement pacts,negative,SEntFiN
3368,can nifty hit 7100? bear mood grips markets,negative,SEntFiN
3369,"sebi's p-note diktat, uncertainty over reforms rattle markets",negative,SEntFiN
3370,trend in markets to be choppy: ashwani gujral,negative,SEntFiN
3371,political uncertainty may dampen market mood,negative,SEntFiN
3372,"market tanks on global cues, earnings woes",negative,SEntFiN
3373,be cautious while entering market: iv subramanium,negative,SEntFiN
3374,volatility would continue in the market: fayeza hafizee,negative,SEntFiN
3375,manali petrochemicals q4 net down 72.6 pc,negative,SEntFiN
3376,man infraconstruction drops 4% on promoter stake sale,negative,SEntFiN
3377,maize futures fall over 2 per cent,negative,SEntFiN
3378,mahindra & mahindra slumps 3.3% after block deals,negative,SEntFiN
3379,lupin q4 results misses street estimates; stock declines,negative,SEntFiN
3380,london copper slips to new six-year low,negative,SEntFiN
3381,lead futures extend losses on sluggish demand,negative,SEntFiN
3382,lead futures soften 0.19% on sluggish demand,negative,SEntFiN
3383,"lead futures weaken on global cues, sluggish demand",negative,SEntFiN
3384,proceed cautiously in larsen & toubro: jagdish malkani,negative,SEntFiN
3385,lanco infratech tanks 10% as q4 results disappoints,negative,SEntFiN
3386,calculus: higher working capital weighs heavy on l&t,negative,SEntFiN
3387,sell kingfisher airlines and united spirits: ashwani gujral,negative,SEntFiN
3388,kesoram industries net loss widens in january-march,negative,SEntFiN
3389,kaveri seeds under bear attack?,negative,SEntFiN
3390,kaveri seeds tanks on sebi audit order,negative,SEntFiN
3391,margins profitability is suffering for jspl: idbi capital,negative,SEntFiN
3392,jk cement q3 net dips 79%,negative,SEntFiN
3393,jindal steel is showing weakness: deepak mohoni,negative,SEntFiN
3394,jgbs edge down as investors monitor greek situation,negative,SEntFiN
3395,jeera futures fall 0.66% on low spot demand,negative,SEntFiN
3396,"japanese shares lose steam, asian shares slip",negative,SEntFiN
3397,jaiprakash associates is a risky bet: mehraboon irani,negative,SEntFiN
3398,have bearish outlook on itc currently: kunj bansal,negative,SEntFiN
3399,currency headwinds weigh on it stocks,negative,SEntFiN
3400,structurally negative on it sector: girish pai,negative,SEntFiN
3401,don't see infra companies growing aggressively: iv subramaniam,negative,SEntFiN
3402,"cnx it index below 20-dma, as infosys tanks",negative,SEntFiN
3403,"infosys downgraded by ubs: old concern, late realisation",negative,SEntFiN
3404,bearish on infosys: gaurav mehta,negative,SEntFiN
3405,infosys shares end lower as top executive quits,negative,SEntFiN
3406,industrial oils ease on lower offtake,negative,SEntFiN
3407,industrial oil prices drop on weak demand,negative,SEntFiN
3408,indian rupee weakens to lowest since march 4,negative,SEntFiN
3409,deutsche bank downgrades indian equities to neutral,negative,SEntFiN
3410,crisil sees indian companies' ebitda margins bottoming out,negative,SEntFiN
3411,exit idea immediately: rajat bose,negative,SEntFiN
3412,hydropower companies look sluggish: deepak mohoni,negative,SEntFiN
3413,hul shares down over 3% post q4 earnings,negative,SEntFiN
3414,bearish on hindustan unilever: dipan mehta,negative,SEntFiN
3415,hindalco slumps over 6% on coal block woes,negative,SEntFiN
3416,"hdfc: rate increases, falling demand may hit show",negative,SEntFiN
3417,hcl technologies plunges nearly 9% post q1 results,negative,SEntFiN
3418,egypt uprising causes volatility in gulf markets,negative,SEntFiN
3419,"guarseed futures weaken on profit-booking, subdued spot demand",negative,SEntFiN
3420,guargum prices fall 3.37% on weak overseas demand,negative,SEntFiN
3421,guargum futures decline as participants trim positions,negative,SEntFiN
3422,groundnut oil prices decline on lower demand,negative,SEntFiN
3423,gold futures decline marginally as rupee gains,negative,SEntFiN
3424,gold ends soft amid lacklustre demand,negative,SEntFiN
3425,gold extends weakness on sluggish demand,negative,SEntFiN
3426,"gold declines on sluggish demand, global cues",negative,SEntFiN
3427,gold demand halves despite fall in prices,negative,SEntFiN
3428,gold declines on poor buying amid global sluggishness,negative,SEntFiN
3429,gold declines on sluggish demand amid global uncertainty,negative,SEntFiN
3430,"gold drops on stockists selling, weak global cues",negative,SEntFiN
3431,"gold extends losses as stronger equities, dollar weigh",negative,SEntFiN
3432,"gold extends losses on stockists selling, global cues",negative,SEntFiN
3433,"gold falls from 2-month high, physical buying lags",negative,SEntFiN
3434,gold futures decline 0.23% on profit-booking; global cues,negative,SEntFiN
3435,"gold holds below $1,300 on easing ukraine concerns",negative,SEntFiN
3436,"gold imports down in december, says trade body",negative,SEntFiN
3437,gold steady below 3-week top; fed meeting eyed,negative,SEntFiN
3438,hedge funds have never hated gold this much,negative,SEntFiN
3439,godfrey phillips india q4 net down 35.94 pc,negative,SEntFiN
3440,cag report: gmr infra slips over 3%,negative,SEntFiN
3441,gmr group under cbi lens,negative,SEntFiN
3442,global markets cautious ahead of us payrolls data,negative,SEntFiN
3443,global markets feel winter chill as uncertainties rise,negative,SEntFiN
3444,ge shipping q4 net plunges by over 93%,negative,SEntFiN
3445,future retail shares tank 5.6% on bourses,negative,SEntFiN
3446,mistaken identity costs future group dear,negative,SEntFiN
3447,"britain ftse hits 2-month low, admiral slumps",negative,SEntFiN
3448,miners dent ftse as fenner slides,negative,SEntFiN
3449,"britain ftse edges lower, caution before ecb meeting",negative,SEntFiN
3450,"britain's ftse falls, election jitters dampen sentiment",negative,SEntFiN
3451,"forex soft, with fed outweighing migrant crisis worries",negative,SEntFiN
3452,bearish on fmcg: iv subramaniam,negative,SEntFiN
3453,fmcg q3 profitability affected by surging input cost,negative,SEntFiN
3454,fixed-income funds under sebi scrutiny after huge outflows,negative,SEntFiN
3455,analysts cautious on fertiliser stocks,negative,SEntFiN
3456,european stocks diverge as markets track ukraine,negative,SEntFiN
3457,orange weighs on european shares after jazztel deal,negative,SEntFiN
3458,european shares dip ahead of germany zew,negative,SEntFiN
3459,european shares edge lower after manufacturing data,negative,SEntFiN
3460,european shares edge lower after us sell-off,negative,SEntFiN
3461,european shares held back by weak german data,negative,SEntFiN
3462,european shares resume slide as russia fears persist,negative,SEntFiN
3463,"european shares weaken after disappointing french, german data",negative,SEntFiN
3464,far-left victory in greece bruises european markets,negative,SEntFiN
3465,europe shares dip after mixed manufacturing data,negative,SEntFiN
3466,europe shares dip on report of stress-test failures,negative,SEntFiN
3467,"europe shares sag after disappointing french, german pmis",negative,SEntFiN
3468,euro fails to hold friday gains,negative,SEntFiN
3469,euro weak ahead of ecb meeting,negative,SEntFiN
3470,draghi drives euro to 4-1/2 year low,negative,SEntFiN
3471,euro bears emboldened by cheapest dollars since 2008,negative,SEntFiN
3472,euro hits 3-month low after german data surprise,negative,SEntFiN
3473,euro slips in asia on portugal bank bailout,negative,SEntFiN
3474,engineers india shares fall after idfc downgrade,negative,SEntFiN
3475,education is a volatile space: deepak mohoni,negative,SEntFiN
3476,"edible oils decline on easing demand, adequate supply",negative,SEntFiN
3477,"edible oils weak on global cues, stockists selling",negative,SEntFiN
3478,"dr reddy extends falls; morgan stanley, bofa downgrade",negative,SEntFiN
3479,dollar turns defensive on retail sales disappointment,negative,SEntFiN
3480,dollar edges down in asia trade,negative,SEntFiN
3481,"dollar slips after weak us sales, job data",negative,SEntFiN
3482,over 5.6% stake in dish tv pledged,negative,SEntFiN
3483,dhaniya futures contract under regulatory glare,negative,SEntFiN
3484,remain cautious on defence stocks: iv subramaniam,negative,SEntFiN
3485,db realty defers announcement of financial results,negative,SEntFiN
3486,currency markets likely to be choppy,negative,SEntFiN
3487,crude oil futures down on weak asian cues,negative,SEntFiN
3488,crude oil: a tale of two crashes,negative,SEntFiN
3489,crude oil plunge sends global equity markets tumbling,negative,SEntFiN
3490,credit suisse to wind down commodities trading,negative,SEntFiN
3491,coriander futures fall further on adequate supplies,negative,SEntFiN
3492,client default fears rise in coriander futures trade,negative,SEntFiN
3493,coriander futures decline 1.14 pc on sluggish demand,negative,SEntFiN
3494,copper futures fall 0.15% on profit-booking,negative,SEntFiN
3495,copper futures down on weak global cues,negative,SEntFiN
3496,copper futures fall 1.13% on global cues,negative,SEntFiN
3497,copper prices dive amid low overseas trends,negative,SEntFiN
3498,copper futures decline 0.15 pc on global cues,negative,SEntFiN
3499,copper softens on global cues,negative,SEntFiN
3500,copper falls in futures trade on global cues,negative,SEntFiN
3501,copper weakens in futures trade on global cues,negative,SEntFiN
3502,commodity exchange april-november turnover drops by 48%,negative,SEntFiN
3503,commexe q1 turnover dips 65%: fmc,negative,SEntFiN
3504,commexe turnover dips 70 per cent,negative,SEntFiN
3505,commexes' turnover dips 70 per cent,negative,SEntFiN
3506,coal india down 2.5% on disappointing earnings,negative,SEntFiN
3507,china yuan slips as pboc signals range-bound trading,negative,SEntFiN
3508,"china yuan slips, seen rangebound in short term",negative,SEntFiN
3509,china shares down in morning trade,negative,SEntFiN
3510,china shares end down as investors stay cautious,negative,SEntFiN
3511,"chilli teja futures hit lower circuit, plunges 4%",negative,SEntFiN
3512,chana futures extend losses on sluggish demand,negative,SEntFiN
3513,higher supply drags down chana futures 0.40%,negative,SEntFiN
3514,"ample supply, profit-booking hurt chana futures, shed 2.36%",negative,SEntFiN
3515,central bank of india q3 net dips 13%,negative,SEntFiN
3516,cement shares fall after freight rate hike,negative,SEntFiN
3517,"subdued demand, oversupply to weigh on cement industry",negative,SEntFiN
3518,caustic soda declines on reduced offtake,negative,SEntFiN
3519,caustic soda prices decline on reduced offtake,negative,SEntFiN
3520,castor seed prices drop in futures trade,negative,SEntFiN
3521,cashew prices decline on subdued demand,negative,SEntFiN
3522,cardamom futures down on weak demand,negative,SEntFiN
3523,cardamom futures decline 0.47% on sluggish demand,negative,SEntFiN
3524,cardamom futures decline 0.53% on subdued demand,negative,SEntFiN
3525,cardamom futures extend losses on adequate stocks,negative,SEntFiN
3526,cardamom futures extend losses on sluggish demand,negative,SEntFiN
3527,cardamom futures fall 0.40% on sluggish demand,negative,SEntFiN
3528,cardamom futures fall 0.50 pc on profit booking,negative,SEntFiN
3529,cardamom prices soften 0.34% on profit-booking,negative,SEntFiN
3530,canara bank shares fall; hsbc cuts to 'underperform',negative,SEntFiN
3531,cairn india falls on vedanta deal delay,negative,SEntFiN
3532,cairn india falls 2.2% after brent crude drops,negative,SEntFiN
3533,cairn india falls 1.8% on ex-dividend day,negative,SEntFiN
3534,cadila slumps after citi downgrade,negative,SEntFiN
3535,senior bse veterans head for exit,negative,SEntFiN
3536,"brent crude near bearish territory, down over 19%",negative,SEntFiN
3537,morgan stanley slashes brent price forecasts,negative,SEntFiN
3538,brent drops below $97 on rising supply,negative,SEntFiN
3539,brent slips below $110 after ukraine election,negative,SEntFiN
3540,brent dips toward $107 as ample supplies weigh,negative,SEntFiN
3541,brent falls below $109 as libya restarts oilfield,negative,SEntFiN
3542,brent hovers below $103 as ample supply weighs,negative,SEntFiN
3543,bpcl falls over 3%; refining below expectations,negative,SEntFiN
3544,"bp shares plunge, us threatens new penalties",negative,SEntFiN
3545,bosch's march quarter net slides 11.90%,negative,SEntFiN
3546,bosch reports 19% fall in profit for october-december,negative,SEntFiN
3547,bosch: automotive business pulls down revenues and profits,negative,SEntFiN
3548,crunch time in bond market this week,negative,SEntFiN
3549,birla corporation q3 net falls 50%,negative,SEntFiN
3550,biocon shares fall after july-september earnings,negative,SEntFiN
3551,bhel falls; hsbc downgrades to 'reduce',negative,SEntFiN
3552,dependence on power sector may hit bhels margins,negative,SEntFiN
3553,bharti airtel slips on increasing voip rates,negative,SEntFiN
3554,bgr energy is a short sale: deepak mohini,negative,SEntFiN
3555,basmati rice remains weak on increased arrivals,negative,SEntFiN
3556,base metals remain weak on global cues,negative,SEntFiN
3557,select base metals fall on lower global trend,negative,SEntFiN
3558,base metal futures drop on global cues,negative,SEntFiN
3559,barley futures slip on profit-booking,negative,SEntFiN
3560,barley futures fall on subdued demand,negative,SEntFiN
3561,"avoid bank stocks: prateek agarwal, ask investment managers",negative,SEntFiN
3562,bank of baroda falls on msci deletion,negative,SEntFiN
3563,"balrampur chini looking weak: deepak mohoni, director, trendwatchindia.com",negative,SEntFiN
3564,turbulence hits aviation stocks as reform hopes fade,negative,SEntFiN
3565,caution advisable in auto stocks: dilip bhat,negative,SEntFiN
3566,astrazeneca pegs back britain's ftse after takeover snub,negative,SEntFiN
3567,erratic gas supply hits assam tea production,negative,SEntFiN
3568,"asian shares pressured by wall street, geopolitical tensions",negative,SEntFiN
3569,asian shares tread cautiously after brack obama speech,negative,SEntFiN
3570,"fraud, financial distress fuel asian corporate blow-ups: clsa",negative,SEntFiN
3571,renewed global economy fears hit asia markets,negative,SEntFiN
3572,bearish on ashok leyland: gaurang shah,negative,SEntFiN
3573,"arhar, its dal prices ease on sluggish demand",negative,SEntFiN
3574,"arhar, its dal trade lower in thin trade",negative,SEntFiN
3575,arcelormittal sees slower steel demand in 2nd half,negative,SEntFiN
3576,apple's momentum 'meltdown' bites investors,negative,SEntFiN
3577,apple shares slide in $9.5 billion turnover,negative,SEntFiN
3578,amtek auto tumbles on default fears,negative,SEntFiN
3579,aluminium futures down on overseas trend,negative,SEntFiN
3580,aluminium futures weaken on global cues,negative,SEntFiN
3581,aluminium futures down 0.88% on global cues,negative,SEntFiN
3582,aluminium futures soften 0.16% on global cues,negative,SEntFiN
3583,almond futures extend losses on increased supply,negative,SEntFiN
3584,almond declines on reduced offtake,negative,SEntFiN
3585,almond prices decline on reduced offtake,negative,SEntFiN
3586,airline stocks fall as crude prices surge,negative,SEntFiN
3587,ncdex hikes transaction charges on agri-commodities,negative,SEntFiN
3588,monsoon impact: agri futures hit lower circuit,negative,SEntFiN
3589,acc net dips 31% in 2010,negative,SEntFiN
3590,acc net profit down 7% in april-june,negative,SEntFiN
3591,acc operating profit may lag estimates: starmine report,negative,SEntFiN
3592,cautious on abb: gaurav mehta,negative,SEntFiN
3593,little cautious on abb: avinnash gorakssakar,negative,SEntFiN
3594,"abb: fewer orders, rising input costs hurt profits",negative,SEntFiN
3595,"10-yr bond pares early gains, tracking em assets",negative,SEntFiN
3596,10-yr bond retreats from one-year high on profit-taking,negative,SEntFiN
3597,10-year bond falls on profit-booking,negative,SEntFiN
3598,10-year bond yield off 13-month low on profit-booking,negative,SEntFiN
3599,nandan nilekani resigns as uidai chief,neutral,SEntFiN
3600,tokyo stocks slip 0.13% by break,neutral,SEntFiN
3601,steel prices end quiet in thin trade,neutral,SEntFiN
3602,mfs get sebi warning for violating investor norms,neutral,SEntFiN
3603,sebi bars three firms from mobilising public money,neutral,SEntFiN
3604,exporters slump on rupee strength,neutral,SEntFiN
3605,pulse prices show a mixed trend,neutral,SEntFiN
3606,over 275 independent directorships vacant at nse-listed companies,neutral,SEntFiN
3607,pre-market: nifty seen opening lower; inflation data eyed,neutral,SEntFiN
3608,network18 group ceo b sai kumar quits,neutral,SEntFiN
3609,mtnl cmd sinha quits; controversy rages on,neutral,SEntFiN
3610,milestone capital withdraws ipo application,neutral,SEntFiN
3611,go short on midcap stocks: ashwani gujral,neutral,SEntFiN
3612,cost pressures to continue over next quarter: il&fs,neutral,SEntFiN
3613,dish tv q3 loss at rs 38.25 crore,neutral,SEntFiN
3614,major currencies eerily calm as geopolitical risk lingers,neutral,SEntFiN
3615,consumers wont benefit from commodity price dip,neutral,SEntFiN
3616,recommend to hold cipla: mayuresh joshi,neutral,SEntFiN
3617,chinese yuan nearly flat after apec summit,neutral,SEntFiN
3618,bombay stock exchange suspends trading in 49 companies,neutral,SEntFiN
3619,zinc succumbs to profit-booking; softens 0.18 per cent,negative,SEntFiN
3620,"3 sebi staff being probed in bribery, other cases",negative,SEntFiN
3621,aluminium futures weaken by 0.08% on low spot demand,negative,SEntFiN
3622,ample stocks drag down mentha oil futures by 1.51%,negative,SEntFiN
3623,analyst view: frontline banking stocks trading below psychological levels,negative,SEntFiN
3624,andhra bank net profit down 36% as provisions doubles,negative,SEntFiN
3625,appreciating rupee responsible for cnx it downfall: pankaj pandey,positive,SEntFiN
3626,arm leads ftse lower; investors cautious before scotland votes,negative,SEntFiN
3627,ashok leyland q3 net loss at rs 167 crore,neutral,SEntFiN
3628,ashok leyland reports rs 25 crore loss in q2,neutral,SEntFiN
3629,asia shares edged lower ahead of us jobs figures,negative,SEntFiN
3630,asia stocks slip as china service data sours mood,negative,SEntFiN
3631,asian shares fall as malaysia jet downing hits sentiment,negative,SEntFiN
3632,assocham urges government to probe price manipulation at ncdex,negative,SEntFiN
3633,astrazeneca pharma q1 net loss at rs 8 crore,neutral,SEntFiN
3634,aurobindo pharma's longer term trend turned down: deepak mohoni,negative,SEntFiN
3635,"australia shares dip to 2-week lows on banks, miners",negative,SEntFiN
3636,australian dollar drops to 5.5-year low after ecb move,negative,SEntFiN
3637,australian dollar hits 4-1/2-year low on china growth worries,negative,SEntFiN
3638,avantha holdings ltd to sell 7% in crompton greaves,negative,SEntFiN
3639,avoid metals until clarity on coal block allocation: analysts,negative,SEntFiN
3640,"avoid tech mahindra: sandeep wagle, aptart technical advisory services",negative,SEntFiN
3641,bajaj auto falls over 2.5% as nigeria devalues currency,negative,SEntFiN
3642,"bajaj finserv rights issue at rs 650/share, stock down",negative,SEntFiN
3643,balasore alloys faces shutdown by year-end over power arrears,negative,SEntFiN
3644,banks reduce lending to mills as sugar prices fall,negative,SEntFiN
3645,bears beat bulls - are markets in downward spiral?,negative,SEntFiN
3646,beml will go as low as 540: ashwani gujral,negative,SEntFiN
3647,better to avoid sugar stocks for now: gaurang shah,negative,SEntFiN
3648,bob q2 numbers pathetic; expect further downside: chokkalingam,negative,SEntFiN
3649,bofa-ml sees over 20% downside in amara raja batteries,negative,SEntFiN
3650,"bond investors factor in rate cut, yields head lower",positive,SEntFiN
3651,bp shares in focus after us doubles spill estimate,negative,SEntFiN
3652,brazil's leftover coffee sales may send ice futures lower,negative,SEntFiN
3653,brent crude falls below $84 on global growth concerns,negative,SEntFiN
3654,brent falls below $60 for first time since 2009,negative,SEntFiN
3655,british pound hits 14-month low after dovish boe report,negative,SEntFiN
3656,brokerages lower itc target price as q3 results disappoint,negative,SEntFiN
3657,brokerages remain bearish on hul as growth challenges remain,negative,SEntFiN
3658,brokers call: morgan stanley stays underweight on hero motocorp,negative,SEntFiN
3659,"broking firms lower earnings estimates for nifty, sensex companies",negative,SEntFiN
3660,"cairn india falls post q1 results, loan to vedanta",negative,SEntFiN
3661,cairn india q3 net drops 14% on forex losses,negative,SEntFiN
3662,capital goods stocks may lead markets down: ashwani gujral,negative,SEntFiN
3663,cardamom futures decline 0.71 per cent on profit-booking,negative,SEntFiN
3664,cardamom futures decline 1.01 per cent on subdued demand,negative,SEntFiN
3665,"cardamom futures extend losses, down 0.55% on adequate stocks",negative,SEntFiN
3666,chana futures decline 0.25 per cent on increased supplies,negative,SEntFiN
3667,cheap imports key concern for tyre makers: sachin shah,negative,SEntFiN
3668,"chennai petroleum shuts refinery due to flooding, shares down",negative,SEntFiN
3669,"china yuan eases, loses 0.1 per cent on week",negative,SEntFiN
3670,cil shares fall over 2 per cent post earnings,negative,SEntFiN
3671,comex gold prices inch lower in early noon trades,negative,SEntFiN
3672,"commodity prices fall on oversupply, results of greece referendum",negative,SEntFiN
3673,consumption stocks and midcaps the weakest sectors: ashwani gujral,negative,SEntFiN
3674,"copper futures fall 0.08% on asian cues, weak demand",negative,SEntFiN
3675,"coriander down 1.30 pc on weak demand, adequate supply",negative,SEntFiN
3676,crisis call: amtek auto admits temporary cash flow mismatch,negative,SEntFiN
3677,crompton greaves dips on worries over likely q3 loss,negative,SEntFiN
3678,crude oil futures down 0.23% on weak asian trend,negative,SEntFiN
3679,crude oil futures plunge 2.57% on weak asian cues,negative,SEntFiN
3680,crude palm oil futures decline 0.34% on sluggish demand,negative,SEntFiN
3681,crude palm oil prices decline 0.45% on sluggish demand,negative,SEntFiN
3682,"crudes slide continues, oil companies' shares fall in sync",negative,SEntFiN
3683,dalmia bharat posts rs 12.39 crore loss in q3,negative,SEntFiN
3684,decline in china currency yuan could fan trade tensions,negative,SEntFiN
3685,den networks rallies as rbi hikes fii investment limit,positive,SEntFiN
3686,dhanteras: demand slump dampens festival; gold fever cools down,negative,SEntFiN
3687,disappointing q4 show pulls dlf down to 2-year low,negative,SEntFiN
3688,dlf ipo disclosure case: sebi imposes rs 85-crore penalties,negative,SEntFiN
3689,do not prefer polaris at current valuation: sudip bandyopadhyay,negative,SEntFiN
3690,do not see ranbaxy crossing rs 450: sandeep wagle,negative,SEntFiN
3691,dollar slips after us federal more dovish than expected,negative,SEntFiN
3692,dollar wilts in wake of downbeat us gdp revision,negative,SEntFiN
3693,dollar wobbles on track for half-year loss vs yen,negative,SEntFiN
3694,downside of 105-110 levels possible for pfc: ashwani gujral,negative,SEntFiN
3695,"drug makers slump; us fda scrutiny, weak earnings weigh",negative,SEntFiN
3696,dtc proposal to create volatility in stock markets: analysts,negative,SEntFiN
3697,egypt may extend gains; more earnings misses in gulf,positive,SEntFiN
3698,egypt stock market plunges on reports of new taxes,negative,SEntFiN
3699,eid parry posts rs 103.08 cr loss for apr-jun,negative,SEntFiN
3700,engineers india fpo gets lukewarm response on day 1,negative,SEntFiN
3701,"entire midcap it sector would underperform: hemang jani, sharekhan",negative,SEntFiN
3702,era infra engineering plunges into red on lower sales,negative,SEntFiN
3703,essar stocks fall; group signs pacts with russian firms,negative,SEntFiN
3704,"euro slides to 11-month low against yen, volatility rises",negative,SEntFiN
3705,euro-dollar trades sideways amid lack of interest in pair,negative,SEntFiN
3706,european shares fall for fourth session in a row,negative,SEntFiN
3707,european shares head for first weekly drop since april,negative,SEntFiN
3708,"european shares hit 13-month low on growth, deflation worries",negative,SEntFiN
3709,"europe's low-rated bonds stutter on china, greek stock nerves",negative,SEntFiN
3710,exit of hot money could put pressure on rupee,negative,SEntFiN
3711,"f&o tracker: foxed by market slide, traders unwind longs",negative,SEntFiN
3712,f&o volumes plunge as vix sinks to new low,negative,SEntFiN
3713,f&o: nifty likely to face resistance at 5100 level,negative,SEntFiN
3714,"fii inflows slowing, tough times ahead for dalal street?",negative,SEntFiN
3715,five reasons why investors should stay away from infosys,negative,SEntFiN
3716,forecasters see rupee weakening to 59.5 by march 2014,negative,SEntFiN
3717,forex losses trim 8pc of nifty companies' profits: crisil,negative,SEntFiN
3718,ftse falls as hong kong unrest hits asia-exposed stocks,negative,SEntFiN
3719,global lng-asian prices continue to slide on weak demand,negative,SEntFiN
3720,global lng-prices drop to lowest levels since april 2011,negative,SEntFiN
3721,gmr posts rs 593-crore consolidated loss for june quarter,neutral,SEntFiN
3722,"gold below $1,300 on stronger dollar, interest rate fears",positive,SEntFiN
3723,gold declines after 17-week high spurs selling by traders,negative,SEntFiN
3724,gold futures decline 0.18 per cent on global cues,negative,SEntFiN
3725,google shares tumbles 2.3 per cent as profit dips,negative,SEntFiN
3726,grasim industry q2 net down to rs 346 crore,negative,SEntFiN
3727,greeks brace for stock market carnage after five-week shutdown,negative,SEntFiN
3728,guargum futures decline over 2% on weak spot cues,negative,SEntFiN
3729,guarseed slips in futures trade on weak export demand,negative,SEntFiN
3730,gur prices decline on heavy supply of new gur,negative,SEntFiN
3731,hefty fine for 'insider trade' looms over reliance industries,negative,SEntFiN
3732,high pressure on pharma margins; buy jb chemicals: sharekhan,positive,SEntFiN
3733,hindalco's profit after tax expected to decline by 33%,negative,SEntFiN
3734,"hong kong shares at 2-1/2-month low, unrest unnerves investors",negative,SEntFiN
3735,"hong kong shares close down on china, global jitters",negative,SEntFiN
3736,hong kong shares slip as wall street cools off,negative,SEntFiN
3737,hpcl shares fall 2.5% as gross refining margins disappoint,negative,SEntFiN
3738,"hul's q2 profit flat, sales grow marginally, below expectations",negative,SEntFiN
3739,"idfc shares fall on profit-taking, cut in fii limit",negative,SEntFiN
3740,indian overseas bank q2 loss at rs 245 crore,neutral,SEntFiN
3741,indices plumb new lows after us stocks post record,negative,SEntFiN
3742,infosys slips after citi downgrades stock ahead of results,negative,SEntFiN
3743,infotech enterprises q4 profit slides 23% in march quarter,negative,SEntFiN
3744,international energy agency sees low oil prices until 2020,negative,SEntFiN
3745,iob net profit down 73.81% to rs 102 crore,negative,SEntFiN
3746,iob q4 net profit declines at rs 58.60 crore,negative,SEntFiN
3747,ioc reports rs 961-crore net loss in december quarter,neutral,SEntFiN
3748,ioc shares down 2.5% on sluggish december quarter earnings,negative,SEntFiN
3749,iron ore eyes longest weekly losing streak since 2012,negative,SEntFiN
3750,jindal stainless q3 net loss at rs 301 crore,neutral,SEntFiN
3751,"jspl hits 52-week low, down over 20% since july",negative,SEntFiN
3752,jspl q4 net down 39% to rs 477.45 crore,negative,SEntFiN
3753,jsw steel slips over 4% as cbi registers inquiry,negative,SEntFiN
3754,kapas futures fall 2 pc on weak global cues,negative,SEntFiN
3755,"known parties manipulated trades on mcx, says pwc audit",neutral,SEntFiN
3756,"koutons retail: high debt, inventory to weigh on co",negative,SEntFiN
3757,lanco infratech q1 net loss at rs 300 crore,neutral,SEntFiN
3758,mahesh kothari share & stock brokers is defaulter: bse,negative,SEntFiN
3759,maintaining profits may get tougher now for icici bank,negative,SEntFiN
3760,maize futures decline rs 58 on weak spot demand,negative,SEntFiN
3761,marico looks bullish but don't buy it: sandeep wagle,negative,SEntFiN
3762,market taking bearish or a negative position: ashwani gujral,negative,SEntFiN
3763,masket q2 numbers disappoint; it firms struggling: mayuresh joshi,negative,SEntFiN
3764,mastek: company fails to make most of it revival,negative,SEntFiN
3765,meltdown in china has metal stocks sinking in india,negative,SEntFiN
3766,"mentha oil remains down on low demand, supply pressure",negative,SEntFiN
3767,metals likely to underperform on the upside: ashwani gujral,negative,SEntFiN
3768,moil q2 net down 17% at rs 90.56 cr,negative,SEntFiN
3769,mustardseed futures slip on weak trend in spot market,negative,SEntFiN
3770,"ncds lose ground, funds at 6-year low in fy15",negative,SEntFiN
3771,ndtv posts q1 net loss at rs 60.8 cr,neutral,SEntFiN
3772,"near-term pressures for telecom negative: iv subramanium, quantum advisors",negative,SEntFiN
3773,negative about aviation sector as a whole: g chokkalingam,negative,SEntFiN
3774,"nifty turns choppy after hitting 7,700; top 20 bets",negative,SEntFiN
3775,novartis india denies delisting plans; stock plunges over 13%,negative,SEntFiN
3776,"npa situation in banks poor, aviodance advised: mehraboon irani",negative,SEntFiN
3777,nucleus software q4 net dips 51.74 pc; stock down,negative,SEntFiN
3778,"oil prices tumble to $45, bring cheer to customers",negative,SEntFiN
3779,"oil,pricey inputs make it a sticky affair for pidilite",negative,SEntFiN
3780,omc stocks are not very fundamental call: uti amc,negative,SEntFiN
3781,onion prices down 10-15% in maharashtra on better supplies,negative,SEntFiN
3782,onion prices may retreat in october on high supplies,negative,SEntFiN
3783,oracle financial services plunges on dispute with irish customer,negative,SEntFiN
3784,"orchid chemicals is a sell: ashwani gujral, market strategist",negative,SEntFiN
3785,outperformance of cnx it may not continue: ashwani gujral,neutral,SEntFiN
3786,overweight on cement sector at current juncture: bp singh,positive,SEntFiN
3787,packaging cos plunge on plastic ban for gutka products,negative,SEntFiN
3788,panacea biotec q2 net loss at rs 56 crore,neutral,SEntFiN
3789,pantaloons reports loss of rs 15.66 crore in q3,neutral,SEntFiN
3790,petrol price hike is definitely on the cards: sethuram,positive,SEntFiN
3791,pipavav defence scrip plunges 10% on lower-than-expected purchase price,negative,SEntFiN
